color,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,genres,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,movie_imdb_link,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes,category
Donald Petrie,98.0,103.0,80.0,585.0,Carlos Ponce,806.0,17324744.0,Comedy|Fantasy|Romance,Samaire Armstrong,Just My Luck ,44103,3211,Faizon Love,3.0,bad luck|band|kiss|luck|masquerade,http://www.imdb.com/title/tt0397078/?ref_=fn_tt_tt_1,149.0,English,USA,PG-13,28000000.0,2006.0,591.0,5.3,1.85,0,Samaire_Armstrong|Carlos_Ponce|Faizon_Love|Donald_Petrie,8
Michel Hazanavicius,576.0,100.0,405.0,628.0,Ed Lauter,996.0,44667095.0,Comedy|Drama|Romance,B??r??nice Bejo,The Artist ,190030,4606,Beth Grant,0.0,1920s|jack russell terrier|modern silent movie|movie star|movie studio,http://www.imdb.com/title/tt1655442/?ref_=fn_tt_tt_1,583.0,English,France,PG-13,15000000.0,2011.0,897.0,8.0,1.33,30000,B??r??nice_Bejo|Ed_Lauter|Beth_Grant|Michel_Hazanavicius,17
Tony Scott,50.0,100.0,12000.0,605.0,Judge Reinhold,936.0,153665036.0,Action|Comedy|Crime|Thriller,Dean Stockwell,Beverly Hills Cop II ,84824,4121,Ronny Cox,1.0,detective|police|police chief|robbery|tall woman,http://www.imdb.com/title/tt0092644/?ref_=fn_tt_tt_1,95.0,English,USA,R,28000000.0,1987.0,901.0,6.4,2.35,0,Dean_Stockwell|Judge_Reinhold|Ronny_Cox|Tony_Scott,9
William Brent Bell,112.0,75.0,19.0,806.0,Frankie Muniz,1000.0,23078294.0,Horror|Thriller,Adam Goldberg,Stay Alive ,25870,3590,Samaire Armstrong,0.0,countess|game reality crossover|ghost|group of friends|tower,http://www.imdb.com/title/tt0441796/?ref_=fn_tt_tt_1,281.0,English,USA,PG-13,9000000.0,2006.0,934.0,5.1,2.35,0,Adam_Goldberg|Frankie_Muniz|Samaire_Armstrong|William_Brent_Bell,1
Penny Marshall,89.0,132.0,545.0,807.0,Adam Garcia,919.0,29781453.0,Biography|Comedy|Drama,Rosie Perez,Riding in Cars with Boys ,22447,4796,Alissa Dean,1.0,boy|college|heroin|working class|writer,http://www.imdb.com/title/tt0200027/?ref_=fn_tt_tt_1,210.0,English,USA,PG-13,48000000.0,2001.0,811.0,6.4,1.85,0,Rosie_Perez|Adam_Garcia|Alissa_Dean|Penny_Marshall,27
Ronny Yu,114.0,89.0,31.0,71.0,Park Bench,285.0,32368960.0,Comedy|Fantasy|Horror|Romance,Alexis Arquette,Bride of Chucky ,39768,667,Vince Corazza,0.0,blood|doll|gore|murder|serial killer,http://www.imdb.com/title/tt0144120/?ref_=fn_tt_tt_1,292.0,English,Canada,R,25000000.0,1998.0,81.0,5.3,1.85,0,Alexis_Arquette|Park_Bench|Vince_Corazza|Ronny_Yu,8
David Ayer,118.0,116.0,453.0,2000.0,Christian Bale,24000.0,3335839.0,Action|Crime|Drama|Thriller,J.K. Simmons,Harsh Times ,54657,50313,Noel Gugliemi,2.0,blood splatter|friend|lapd|mexican|violence,http://www.imdb.com/title/tt0433387/?ref_=fn_tt_tt_1,222.0,English,USA,R,2000000.0,2005.0,23000.0,7.0,1.85,0,J.K._Simmons|Christian_Bale|Noel_Gugliemi|David_Ayer,9
Will Gluck,176.0,118.0,87.0,929.0,Dorian Missick,2000.0,85911262.0,Comedy|Drama|Family|Musical,Quvenzhan?? Wallis,Annie ,24735,4796,David Zayas,6.0,billionaire|business tycoon|mayoral candidate|penthouse|reference to star trek,http://www.imdb.com/title/tt1823664/?ref_=fn_tt_tt_1,213.0,English,USA,PG,65000000.0,2014.0,1000.0,5.2,2.39,16000,Quvenzhan??_Wallis|Dorian_Missick|David_Zayas|Will_Gluck,27
Bryan Barber,81.0,121.0,16.0,526.0,Faizon Love,907.0,12549485.0,Crime|Drama|Musical|Romance,Cicely Tyson,Idlewild ,4603,3633,Bobb'e J. Thompson,4.0,gangster|playing piano|song and dance|speakeasy|written and directed by cast member,http://www.imdb.com/title/tt0417225/?ref_=fn_tt_tt_1,91.0,English,USA,R,15000000.0,2006.0,585.0,6.2,2.35,489,Cicely_Tyson|Faizon_Love|Bobb'e_J._Thompson|Bryan_Barber,3
David Yates,248.0,110.0,282.0,103.0,Alexander Skarsg??rd,11000.0,124051759.0,Action|Adventure|Drama|Romance,Christoph Waltz,The Legend of Tarzan ,42372,21175,Casper Crump,2.0,africa|capture|jungle|male objectification|tarzan,http://www.imdb.com/title/tt0918940/?ref_=fn_tt_tt_1,239.0,English,USA,PG-13,180000000.0,2016.0,10000.0,6.6,2.35,29000,Christoph_Waltz|Alexander_Skarsg??rd|Casper_Crump|David_Yates,3
Steven Spielberg,149.0,127.0,14000.0,440.0,Julian Glover,11000.0,197171806.0,Action|Adventure|Fantasy,Harrison Ford,Indiana Jones and the Last Crusade ,515306,12884,Alison Doody,5.0,castle|diary|holy grail|map|nazi,http://www.imdb.com/title/tt0097576/?ref_=fn_tt_tt_1,477.0,English,USA,PG-13,48000000.0,1989.0,844.0,8.3,2.35,0,Harrison_Ford|Julian_Glover|Alison_Doody|Steven_Spielberg,16
Dean DeBlois,180.0,85.0,255.0,443.0,Jason Scott Lee,1000.0,145771527.0,Adventure|Animation|Comedy|Drama|Family|Fantasy|Sci-Fi,Tia Carrere,Lilo & Stitch ,117212,3112,David Ogden Stiers,0.0,alien|escape|fugitive|hawaii|social worker,http://www.imdb.com/title/tt0275847/?ref_=fn_tt_tt_1,367.0,English,USA,PG,80000000.0,2002.0,533.0,7.2,1.66,0,Tia_Carrere|Jason_Scott_Lee|David_Ogden_Stiers|Dean_DeBlois,21
Raja Gosnell,125.0,105.0,67.0,40.0,Nancy O'Dell,681.0,71017784.0,Adventure|Animation|Comedy|Family|Fantasy,Jacob Tremblay,The Smurfs 2 ,27257,914,Vanessa Matsui,3.0,based on cartoon|box office hit|no opening credits|sequel|smurf,http://www.imdb.com/title/tt2017020/?ref_=fn_tt_tt_1,59.0,English,USA,PG,105000000.0,2013.0,71.0,5.4,1.85,0,Jacob_Tremblay|Nancy_O'Dell|Vanessa_Matsui|Raja_Gosnell,4
Gary Fleder,86.0,130.0,39.0,534.0,Nicole Beharie,2000.0,9589875.0,Biography|Drama|Sport,Dennis Quaid,The Express ,16673,5162,Charles S. Dutton,0.0,african american|coach|football movie|nonlinear timeline|syracuse university,http://www.imdb.com/title/tt0469903/?ref_=fn_tt_tt_1,45.0,English,USA,PG,40000000.0,2008.0,898.0,7.3,2.35,0,Dennis_Quaid|Nicole_Beharie|Charles_S._Dutton|Gary_Fleder,29
Julie Taymor,156.0,133.0,278.0,107.0,T.V. Carpio,5000.0,24343673.0,Drama|Fantasy|Musical|Romance,Jim Sturgess,Across the Universe ,91860,5405,Robert Clohessy,0.0,anti war|liverpool|love|protest|song,http://www.imdb.com/title/tt0445922/?ref_=fn_tt_tt_1,524.0,English,USA,PG-13,45000000.0,2007.0,117.0,7.4,2.35,14000,Jim_Sturgess|T.V._Carpio|Robert_Clohessy|Julie_Taymor,3
Gary Halvorson,44.0,73.0,11.0,142.0,Kevin Clash,1000.0,11634458.0,Adventure|Comedy|Family|Fantasy|Musical,Vanessa Williams,The Adventures of Elmo in Grouchland ,2045,2020,Caroll Spinney,0.0,based on tv series|blanket|box office flop|rescue|sesame street,http://www.imdb.com/title/tt0159421/?ref_=fn_tt_tt_1,37.0,English,USA,G,17000000.0,1999.0,436.0,5.8,1.85,339,Vanessa_Williams|Kevin_Clash|Caroll_Spinney|Gary_Halvorson,4
Justin Chadwick,211.0,141.0,56.0,38.0,Fana Mokoena,113.0,8324748.0,Biography|Drama|History,Terry Pheto,Mandela: Long Walk to Freedom ,21223,301,Tony Kgoroge,1.0,africa|apartheid|nelson mandela|president|resistance,http://www.imdb.com/title/tt2304771/?ref_=fn_tt_tt_1,108.0,English,UK,PG-13,35000000.0,2013.0,98.0,7.1,2.35,13000,Terry_Pheto|Fana_Mokoena|Tony_Kgoroge|Justin_Chadwick,29
Chris Columbus,102.0,103.0,0.0,925.0,Devin Ratray,3000.0,285761243.0,Comedy|Family,Macaulay Culkin,Home Alone ,311075,7521,Catherine O'Hara,5.0,airport|child protagonist|child swearing|christmas|home alone,http://www.imdb.com/title/tt0099785/?ref_=fn_tt_tt_1,305.0,English,USA,PG,18000000.0,1990.0,1000.0,7.5,1.85,20000,Macaulay_Culkin|Devin_Ratray|Catherine_O'Hara|Chris_Columbus,14
Stephen Hopkins,190.0,99.0,81.0,135.0,Andrea Frankle,327.0,25117498.0,Horror|Thriller,Stephen Rea,The Reaping ,37412,960,William Ragsdale,0.0,biblical plague|louisiana|missionary|plague|small town,http://www.imdb.com/title/tt0444682/?ref_=fn_tt_tt_1,178.0,English,USA,R,40000000.0,2007.0,253.0,5.7,2.35,0,Stephen_Rea|Andrea_Frankle|William_Ragsdale|Stephen_Hopkins,1
Steven Soderbergh,394.0,93.0,0.0,947.0,Michael Fassbender,17000.0,18934858.0,Action|Thriller,Channing Tatum,Haywire ,72646,31187,Michael Angarano,5.0,die hard scenario|one woman army|rescue|soldier|super soldier,http://www.imdb.com/title/tt1506999/?ref_=fn_tt_tt_1,397.0,English,Ireland,R,23000000.0,2011.0,13000.0,5.8,2.35,0,Channing_Tatum|Michael_Fassbender|Michael_Angarano|Steven_Soderbergh,9
George P. Cosmatos,84.0,134.0,170.0,472.0,Dana Delany,2000.0,56505065.0,Action|Biography|Drama|History|Romance|Western,Michael Biehn,Tombstone ,95241,4453,Powers Boothe,0.0,cigar smoking|cowboy|duel|outlaw|tombstone arizona,http://www.imdb.com/title/tt0108358/?ref_=fn_tt_tt_1,439.0,English,USA,R,25000000.0,1993.0,722.0,7.8,2.35,11000,Michael_Biehn|Dana_Delany|Powers_Boothe|George_P._Cosmatos,29
Michael Anderson,112.0,119.0,23.0,440.0,Jenny Agutter,1000.0,25000000.0,Action|Adventure|Sci-Fi,Farrah Fawcett,Logan's Run ,39847,2951,Peter Ustinov,1.0,cat|computer|cult film|runner|sanctuary,http://www.imdb.com/title/tt0074812/?ref_=fn_tt_tt_1,242.0,English,USA,PG,9000000.0,1976.0,659.0,6.8,2.35,0,Farrah_Fawcett|Jenny_Agutter|Peter_Ustinov|Michael_Anderson,32
Iain Softley,193.0,104.0,34.0,280.0,Deneen Tyler,545.0,47806295.0,Horror|Mystery|Thriller,Gena Rowlands,The Skeleton Key ,87447,1274,Joy Bryant,0.0,attic|bound and gagged|hoodoo|secret|southern gothic,http://www.imdb.com/title/tt0397101/?ref_=fn_tt_tt_1,371.0,English,USA,PG-13,43000000.0,2005.0,351.0,6.5,2.35,0,Gena_Rowlands|Deneen_Tyler|Joy_Bryant|Iain_Softley,1
John Lee Hancock,405.0,125.0,102.0,825.0,Ruth Wilson,15000.0,83299761.0,Biography|Comedy|Drama|History|Music,Tom Hanks,Saving Mr. Banks ,117719,19809,B.J. Novak,2.0,author|disney|loss of father|reference to walt disney|suppression of emotion,http://www.imdb.com/title/tt2140373/?ref_=fn_tt_tt_1,306.0,English,USA,PG-13,35000000.0,2013.0,2000.0,7.5,2.35,39000,Tom_Hanks|Ruth_Wilson|B.J._Novak|John_Lee_Hancock,19
Barry Cook,113.0,87.0,43.0,210.0,Tiya Sircar,882.0,36073232.0,Adventure|Animation|Family,Charlie Rowe,Walking with Dinosaurs 3D ,8913,1971,Madison Rothschild,0.0,brother|dinosaur|head butt|hero|orphan,http://www.imdb.com/title/tt1762399/?ref_=fn_tt_tt_1,66.0,English,USA,PG,80000000.0,2013.0,396.0,5.2,2.35,0,Charlie_Rowe|Tiya_Sircar|Madison_Rothschild|Barry_Cook,4
Kevin Reynolds,9.0,107.0,58.0,324.0,Jason Scott Lee,699.0,305070.0,Action|Adventure|Drama|History|Romance,Esai Morales,Rapa Nui ,3843,1592,Sandrine Holt,1.0,easter island|location in title|statue|topless female nudity|two word title,http://www.imdb.com/title/tt0110944/?ref_=fn_tt_tt_1,25.0,English,USA,R,20000000.0,1994.0,533.0,6.4,2.35,399,Esai_Morales|Jason_Scott_Lee|Sandrine_Holt|Kevin_Reynolds,3
James Wan,511.0,112.0,0.0,697.0,Lili Taylor,6000.0,137387272.0,Horror|Mystery|Thriller,Mackenzie Foy,The Conjuring ,300110,9049,Hayley McFarland,0.0,based on true story|farmhouse|paranormal investigator|rhode island|supernatural power,http://www.imdb.com/title/tt1457767/?ref_=fn_tt_tt_1,807.0,English,USA,R,20000000.0,2013.0,960.0,7.5,2.35,131000,Mackenzie_Foy|Lili_Taylor|Hayley_McFarland|James_Wan,1
Neema Barnette,11.0,91.0,21.0,469.0,LisaRaye McCoy,597.0,243347.0,Crime|Drama|Thriller,Monica Calhoun,Civil Brand ,553,2555,Clifton Powell,3.0,abuse of power|friendship|prison|prison guard|title directed by female,http://www.imdb.com/title/tt0326806/?ref_=fn_tt_tt_1,24.0,English,USA,R,500000.0,2002.0,485.0,5.3,1.85,86,Monica_Calhoun|LisaRaye_McCoy|Clifton_Powell|Neema_Barnette,34
Chris Carter,270.0,108.0,251.0,296.0,Callum Rennie,826.0,20981633.0,Drama|Mystery|Sci-Fi|Thriller,Mitch Pileggi,The X Files: I Want to Believe ,78256,2351,Nicki Aycox,0.0,fbi|priest|psychic|psychic vision|staff physician,http://www.imdb.com/title/tt0443701/?ref_=fn_tt_tt_1,492.0,English,USA,PG-13,30000000.0,2008.0,716.0,5.9,2.35,0,Mitch_Pileggi|Callum_Rennie|Nicki_Aycox|Chris_Carter,11
Courtney Hunt,181.0,97.0,33.0,229.0,Michael O'Keefe,496.0,2508841.0,Crime|Drama,Charlie McDermott,Frozen River ,21746,994,Misty Upham,1.0,border|mohawk|money|new york|river,http://www.imdb.com/title/tt0978759/?ref_=fn_tt_tt_1,93.0,English,USA,R,1000000.0,2008.0,238.0,7.2,1.85,0,Charlie_McDermott|Michael_O'Keefe|Misty_Upham|Courtney_Hunt,34
Andrew Morahan,32.0,99.0,5.0,535.0,Mako,1000.0,13829734.0,Action|Fantasy|Romance|Sci-Fi,Christopher Lambert,Highlander: The Final Dimension ,16194,2960,Mario Van Peebles,0.0,cave|highlander|illusion|immortal|japan,http://www.imdb.com/title/tt0110027/?ref_=fn_tt_tt_1,79.0,English,Canada,PG-13,26000000.0,1994.0,691.0,4.3,2.35,319,Christopher_Lambert|Mako|Mario_Van_Peebles|Andrew_Morahan,32
Stephen Daldry,174.0,114.0,335.0,530.0,Stephen Dillane,11000.0,41597830.0,Drama|Romance,Meryl Streep,The Hours ,102123,12624,Miranda Richardson,3.0,housewife|lesbian|novel|party|reading,http://www.imdb.com/title/tt0274558/?ref_=fn_tt_tt_1,660.0,English,USA,PG-13,25000000.0,2002.0,577.0,7.6,1.85,0,Meryl_Streep|Stephen_Dillane|Miranda_Richardson|Stephen_Daldry,3
Lajos Koltai,73.0,134.0,45.0,0.0,P??ter Fancsikai,9.0,195888.0,Drama|Romance|War,Marcell Nagy,Fateless ,5603,11,B??lint P??ntek,0.0,bus|death|gay slur|hatred|jewish,http://www.imdb.com/title/tt0367082/?ref_=fn_tt_tt_1,45.0,Hungarian,Hungary,R,2500000000.0,2005.0,2.0,7.1,2.35,607,Marcell_Nagy|P??ter_Fancsikai|B??lint_P??ntek|Lajos_Koltai,3
George A. Romero,280.0,95.0,0.0,192.0,Shawn Roberts,569.0,952620.0,Horror,Megan Park,Diary of the Dead ,40800,1797,Joe Dinicol,0.0,barn|film student|hospital|mummy|video camera,http://www.imdb.com/title/tt0848557/?ref_=fn_tt_tt_1,332.0,English,USA,R,2000000.0,2007.0,529.0,5.7,1.85,0,Megan_Park|Shawn_Roberts|Joe_Dinicol|George_A._Romero,1
Charles S. Dutton,76.0,110.0,534.0,511.0,Charles S. Dutton,865.0,5881504.0,Biography|Drama|Romance|Sport,Omar Epps,Against the Ropes ,5917,2972,Tim Daly,2.0,boxer|boxing|boxing arena|boxing manager|directed by co star,http://www.imdb.com/title/tt0312329/?ref_=fn_tt_tt_1,50.0,English,USA,PG-13,39000000.0,2004.0,534.0,5.3,2.35,177,Omar_Epps|Charles_S._Dutton|Tim_Daly|Charles_S._Dutton,29
Scott Derrickson,276.0,104.0,301.0,71.0,Jon Hamm,18000.0,79363785.0,Drama|Sci-Fi|Thriller,Keanu Reeves,The Day the Earth Stood Still ,139423,22194,Juan Riedinger,0.0,alien|earth|giant robot|military|scientist,http://www.imdb.com/title/tt0970416/?ref_=fn_tt_tt_1,698.0,English,USA,PG-13,80000000.0,2008.0,4000.0,5.5,2.35,0,Keanu_Reeves|Jon_Hamm|Juan_Riedinger|Scott_Derrickson,11
Matty Rich,8.0,91.0,10.0,10.0,George T. Odom,353.0,2712293.0,Crime|Drama,Lawrence Gilliard Jr.,Straight Out of Brooklyn ,475,380,Matty Rich,4.0,domestic violence|housing project|new york city|poverty|racism,http://www.imdb.com/title/tt0102989/?ref_=fn_tt_tt_1,11.0,English,USA,R,450000.0,1991.0,12.0,5.9,1.85,123,Lawrence_Gilliard_Jr.|George_T._Odom|Matty_Rich|Matty_Rich,34
Peter MacDonald,84.0,87.0,10.0,349.0,Kurtwood Smith,13000.0,53715611.0,Action|Adventure|Thriller|War,Sylvester Stallone,Rambo III ,92106,14574,Richard Crenna,1.0,afghanistan|colonel|rambo|rescue|soviet,http://www.imdb.com/title/tt0095956/?ref_=fn_tt_tt_1,171.0,English,USA,R,63000000.0,1988.0,1000.0,5.7,2.35,2000,Sylvester_Stallone|Kurtwood_Smith|Richard_Crenna|Peter_MacDonald,16
Bryan Singer,338.0,114.0,0.0,140.0,Ewen Bremner,979.0,65171860.0,Adventure|Fantasy,Eddie Marsan,Jack the Giant Slayer ,106416,1766,Ralph Brown,1.0,bean|giant|king|no opening credits|princess,http://www.imdb.com/title/tt1351685/?ref_=fn_tt_tt_1,205.0,English,USA,PG-13,195000000.0,2013.0,557.0,6.3,2.35,22000,Eddie_Marsan|Ewen_Bremner|Ralph_Brown|Bryan_Singer,4
Frank Miller,339.0,102.0,436.0,6000.0,Bruce Willis,23000.0,13750556.0,Action|Crime|Thriller,Joseph Gordon-Levitt,Sin City: A Dame to Kill For ,111102,49433,Eva Green,3.0,box office flop|female frontal nudity|female rear nudity|jackpot|rescue,http://www.imdb.com/title/tt0458481/?ref_=fn_tt_tt_1,239.0,English,USA,R,65000000.0,2014.0,13000.0,6.5,1.85,32000,Joseph_Gordon-Levitt|Bruce_Willis|Eva_Green|Frank_Miller,15
Richard Loncraine,129.0,98.0,12.0,663.0,Jon Favreau,4000.0,16831505.0,Comedy|Romance|Sport,Kirsten Dunst,Wimbledon ,51842,9330,Austin Nichols,1.0,career|player|tennis|tennis player|wimbledon,http://www.imdb.com/title/tt0360201/?ref_=fn_tt_tt_1,173.0,English,UK,PG-13,31000000.0,2004.0,4000.0,6.3,2.35,0,Kirsten_Dunst|Jon_Favreau|Austin_Nichols|Richard_Loncraine,43
Dean Wright,43.0,145.0,0.0,280.0,Eduardo Ver??stegui,639.0,5669081.0,Drama|History|War,Santiago Cabrera,For Greater Glory: The True Story of Cristiada ,3665,1807,Catalina Sandino Moreno,1.0,catholic|hanging|mexico|rebellion|soldier,http://www.imdb.com/title/tt1566501/?ref_=fn_tt_tt_1,57.0,Spanish,Mexico,R,10818775.0,2012.0,377.0,6.6,2.35,0,Santiago_Cabrera|Eduardo_Ver??stegui|Catalina_Sandino_Moreno|Dean_Wright,7
David Lynch,144.0,177.0,0.0,202.0,J??rgen Prochnow,913.0,27400000.0,Action|Adventure|Sci-Fi,Virginia Madsen,Dune ,97087,2449,Jos?? Ferrer,3.0,desert planet|dune|giant worm|space travel|spice,http://www.imdb.com/title/tt0087182/?ref_=fn_tt_tt_1,569.0,English,USA,PG-13,40000000.0,1984.0,362.0,6.6,2.35,11000,Virginia_Madsen|J??rgen_Prochnow|Jos??_Ferrer|David_Lynch,32
Simon Wells,132.0,88.0,25.0,433.0,Dan Fogler,921.0,21379315.0,Action|Adventure|Animation|Comedy|Family|Sci-Fi,Elisabeth Harnois,Mars Needs Moms ,17590,2652,Tom Everett Scott,0.0,boy|martian|rescue|robot|sexism,http://www.imdb.com/title/tt1305591/?ref_=fn_tt_tt_1,112.0,English,USA,PG,150000000.0,2011.0,562.0,5.4,2.35,0,Elisabeth_Harnois|Dan_Fogler|Tom_Everett_Scott|Simon_Wells,21
Susan Stroman,168.0,134.0,38.0,2000.0,Will Ferrell,11000.0,19377727.0,Comedy|Musical,Jon Lovitz,The Producers ,35140,24351,Matthew Broderick,3.0,accountant|money|opening night|scheme|swedish,http://www.imdb.com/title/tt0395251/?ref_=fn_tt_tt_1,409.0,English,USA,PG-13,45000000.0,2005.0,8000.0,6.4,2.35,0,Jon_Lovitz|Will_Ferrell|Matthew_Broderick|Susan_Stroman,14
Michael Herz,49.0,96.0,6.0,14.0,Jessica Dublin,40.0,792966.0,Action|Comedy|Horror|Sci-Fi,Phoebe Legere,The Toxic Avenger Part II ,4663,99,Lisa Gaye,2.0,bare breasts|japan|tokyo japan|toxic avenger|troma,http://www.imdb.com/title/tt0098503/?ref_=fn_tt_tt_1,40.0,English,USA,R,2300000.0,1989.0,30.0,5.1,1.33,321,Phoebe_Legere|Jessica_Dublin|Lisa_Gaye|Michael_Herz,35
Vicente Amorim,67.0,92.0,6.0,227.0,Jodie Whittaker,10000.0,23091.0,Drama|Romance|War,Viggo Mortensen,Good ,5664,11091,Steven Mackintosh,1.0,censorship|children|corpse|heil hitler|suffering,http://www.imdb.com/title/tt0436364/?ref_=fn_tt_tt_1,42.0,English,UK,R,15000000.0,2008.0,304.0,6.2,2.35,921,Viggo_Mortensen|Jodie_Whittaker|Steven_Mackintosh|Vicente_Amorim,3
Chris Weitz,61.0,87.0,129.0,560.0,Mark Addy,979.0,64172251.0,Comedy|Fantasy,Chazz Palminteri,Down to Earth ,19079,2911,Wanda Sykes,1.0,angel|butler|heaven|manhattan new york city|reincarnation,http://www.imdb.com/title/tt0231775/?ref_=fn_tt_tt_1,122.0,English,USA,PG-13,30000000.0,2001.0,891.0,5.4,1.85,602,Chazz_Palminteri|Mark_Addy|Wanda_Sykes|Chris_Weitz,14
Michael Dinner,53.0,88.0,12.0,249.0,Dan Hedaya,327.0,13019253.0,Comedy|Crime,Seymour Cassel,The Crew ,3914,1509,Lainie Kazan,4.0,beach|drug lord|drugs|hotel|stripper,http://www.imdb.com/title/tt0198386/?ref_=fn_tt_tt_1,47.0,English,USA,PG-13,23000000.0,2000.0,281.0,5.6,1.85,153,Seymour_Cassel|Dan_Hedaya|Lainie_Kazan|Michael_Dinner,14
Wayne Beach,40.0,93.0,7.0,922.0,LL Cool J,1000.0,1181197.0,Drama|Mystery|Thriller,Mekhi Phifer,Slow Burn ,3299,4329,Fisher Stevens,0.0,district attorney|interview|murder|prosecutor|reporter,http://www.imdb.com/title/tt0376196/?ref_=fn_tt_tt_1,24.0,English,USA,R,15500000.0,2005.0,1000.0,5.9,1.85,191,Mekhi_Phifer|LL_Cool_J|Fisher_Stevens|Wayne_Beach,13
Chia-Liang Liu,77.0,102.0,32.0,75.0,Anita Mui,483.0,11546543.0,Action|Comedy,Andy Lau,The Legend of Drunken Master ,34520,768,Ho-Sung Pak,1.0,battle|fight|fighting|martial artist|snake,http://www.imdb.com/title/tt0111512/?ref_=fn_tt_tt_1,146.0,Cantonese,Hong Kong,R,2000000.0,1994.0,147.0,7.6,2.35,0,Andy_Lau|Anita_Mui|Ho-Sung_Pak|Chia-Liang_Liu,14
Sam Firstenberg,40.0,90.0,44.0,93.0,Steve James,615.0,4000000.0,Action|Drama,Michael Dudikoff,American Ninja 2: The Confrontation ,6046,872,Larry Poindexter,0.0,blood splatter|island|motorboat|ninja|sequel to cult film,http://www.imdb.com/title/tt0092548/?ref_=fn_tt_tt_1,46.0,English,USA,R,350000.0,1987.0,96.0,4.7,1.85,583,Michael_Dudikoff|Steve_James|Larry_Poindexter|Sam_Firstenberg,23
Neil Marshall,254.0,113.0,197.0,43.0,Jason Cope,165.0,10955425.0,Action|Sci-Fi|Thriller,Ryan Kruger,Doomsday ,62770,391,Jeremy Crutchley,1.0,cure|quarantine|scotland|virus|wall,http://www.imdb.com/title/tt0483607/?ref_=fn_tt_tt_1,396.0,English,UK,R,30000000.0,2008.0,107.0,6.0,2.35,0,Ryan_Kruger|Jason_Cope|Jeremy_Crutchley|Neil_Marshall,35
Anne Fletcher,224.0,108.0,98.0,723.0,Denis O'Hare,16000.0,163947053.0,Comedy|Drama|Romance,Ryan Reynolds,The Proposal ,227824,18656,Craig T. Nelson,1.0,alaska|deportation|father son relationship|male objectification|sitka alaska,http://www.imdb.com/title/tt1041829/?ref_=fn_tt_tt_1,273.0,English,USA,PG-13,40000000.0,2009.0,896.0,6.7,2.35,10000,Ryan_Reynolds|Denis_O'Hare|Craig_T._Nelson|Anne_Fletcher,17
Oliver Parker,152.0,101.0,32.0,104.0,Tim McInnerny,219.0,8129455.0,Action|Adventure|Comedy|Crime,Daniel Kaluuya,Johnny English Reborn ,89568,661,Togo Igawa,1.0,assassin|chinese|conspiracy|gadget|premier,http://www.imdb.com/title/tt1634122/?ref_=fn_tt_tt_1,142.0,English,USA,PG,45000000.0,2011.0,141.0,6.3,2.35,17000,Daniel_Kaluuya|Tim_McInnerny|Togo_Igawa|Oliver_Parker,9
Tarsem Singh,284.0,110.0,763.0,222.0,Daniel Sharman,15000.0,83503161.0,Action|Drama|Fantasy|Romance,Henry Cavill,Immortals ,138190,16691,Steve Byers,1.0,burned alive|castration|olympus|torture|torture device,http://www.imdb.com/title/tt1253864/?ref_=fn_tt_tt_1,405.0,English,USA,R,75000000.0,2011.0,1000.0,6.1,1.85,30000,Henry_Cavill|Daniel_Sharman|Steve_Byers|Tarsem_Singh,3
Sylvain White,213.0,97.0,41.0,619.0,Jason Patric,11000.0,23527955.0,Action|Crime|Drama|Mystery|Thriller,Chris Evans,The Losers ,74691,12841,??scar Jaenada,1.0,hacking|hijacking|martial arts|revenge|special forces,http://www.imdb.com/title/tt0480255/?ref_=fn_tt_tt_1,165.0,English,USA,PG-13,25000000.0,2010.0,673.0,6.4,2.35,0,Chris_Evans|Jason_Patric|??scar_Jaenada|Sylvain_White,0
Zach Cregger,76.0,90.0,138.0,263.0,Windell Middlebrooks,373.0,4542775.0,Comedy|Romance,Hugh M. Hefner,Miss March ,18313,1831,Raquel Alessi,2.0,fellatio|hugh hefner|oral sex|playboy centerfold|topless female nudity,http://www.imdb.com/title/tt1151922/?ref_=fn_tt_tt_1,73.0,English,USA,R,6000000.0,2009.0,308.0,5.1,1.85,985,Hugh_M._Hefner|Windell_Middlebrooks|Raquel_Alessi|Zach_Cregger,8
Ken Kwapis,120.0,91.0,42.0,766.0,Christine Taylor,49000.0,43792641.0,Comedy|Romance,Robin Williams,License to Wed ,32157,52566,Mindy Kaling,3.0,box office flop|church|kissing|usa|wedding,http://www.imdb.com/title/tt0762114/?ref_=fn_tt_tt_1,119.0,English,USA,PG-13,35000000.0,2007.0,838.0,5.3,2.35,913,Robin_Williams|Christine_Taylor|Mindy_Kaling|Ken_Kwapis,26
