,genres,plot_keywords,movie_title,actor_1_name,actor_2_name,actor_3_name,director_name,imdb_score,people,cat
105,Adventure|Family|Fantasy,clock|dark fantasy|mad hatter|queen|sequel,Alice Through the Looking Glass ,Johnny Depp,Alan Rickman,Anne Hathaway,James Bobin,6.4,Johnny_Depp|Alan_Rickman|Anne_Hathaway|James_Bobin,7
106,Adventure|Animation|Comedy|Family|Fantasy,disney spoof|fairy tale|prince|princess|tough guy,Shrek the Third ,Justin Timberlake,Eric Idle,Rupert Everett,Chris Miller,6.1,Justin_Timberlake|Eric_Idle|Rupert_Everett|Chris_Miller,20
107,Action|Adventure|Fantasy,based on video game|fictional language|fictional war|orc|sword and sorcery,Warcraft ,Dominic Cooper,Callum Rennie,Ruth Negga,Duncan Jones,7.3,Dominic_Cooper|Callum_Rennie|Ruth_Negga|Duncan_Jones,23
108,Action|Adventure|Sci-Fi,alternate timeline|cyborg|future|robot|time machine,Terminator Genisys ,J.K. Simmons,Emilia Clarke,Matt Smith,Alan Taylor,6.6,J.K._Simmons|Emilia_Clarke|Matt_Smith|Alan_Taylor,4
109,Adventure|Family|Fantasy,dragon|king|mouse|quest|warrior,The Chronicles of Narnia: The Voyage of the Dawn Treader ,Bruce Spence,Shane Rangi,Laura Brent,Michael Apted,6.3,Bruce_Spence|Shane_Rangi|Laura_Brent|Michael_Apted,7
110,Action|Drama|History|Romance|War,air raid|black smoke|japanese military|japanese navy|sunday,Pearl Harbor ,Jennifer Garner,Jaime King,Mako,Michael Bay,6.1,Jennifer_Garner|Jaime_King|Mako|Michael_Bay,35
111,Action|Adventure|Sci-Fi,alien contact|autobot|decepticon|robot vs. robot|teenage hero,Transformers ,Zack Ward,Michael O'Neill,Kevin Dunn,Michael Bay,7.1,Zack_Ward|Michael_O'Neill|Kevin_Dunn|Michael_Bay,4
112,Action|Adventure|Biography|Drama|History|Romance|War,ancient greece|conquest|greek|greek myth|king,Alexander ,Anthony Hopkins,Angelina Jolie Pitt,Brian Blessed,Oliver Stone,5.5,Anthony_Hopkins|Angelina_Jolie_Pitt|Brian_Blessed|Oliver_Stone,35
113,Adventure|Family|Fantasy|Mystery,battle|magic|school|teacher|wizard,Harry Potter and the Order of the Phoenix ,Robert Pattinson,Daniel Radcliffe,Fiona Shaw,David Yates,7.5,Robert_Pattinson|Daniel_Radcliffe|Fiona_Shaw|David_Yates,7
114,Adventure|Family|Fantasy|Mystery,fire|goblet|magic|tournament|wizard,Harry Potter and the Goblet of Fire ,Robert Pattinson,Daniel Radcliffe,Rupert Grint,Mike Newell,7.6,Robert_Pattinson|Daniel_Radcliffe|Rupert_Grint|Mike_Newell,7
115,Action|Drama,bully comeuppance|destruction|prison|superhero|tough girl,Hancock ,Will Smith,Charlize Theron,Eddie Marsan,Peter Berg,6.4,Will_Smith|Charlize_Theron|Eddie_Marsan|Peter_Berg,3
116,Drama|Horror|Sci-Fi,new york city|pandemic|post apocalypse|survivalist|virus,I Am Legend ,Will Smith,Alice Braga,Willow Smith,Francis Lawrence,7.2,Will_Smith|Alice_Braga|Willow_Smith|Francis_Lawrence,1
117,Adventure|Comedy|Family|Fantasy,chocolate|diminution|miniaturization|physical flexability|ticket,Charlie and the Chocolate Factory ,Johnny Depp,Christopher Lee,David Kelly,Tim Burton,6.7,Johnny_Depp|Christopher_Lee|David_Kelly|Tim_Burton,46
118,Animation|Comedy|Family|Fantasy,chef|food|french|rat|restaurant,Ratatouille ,Janeane Garofalo,John Ratzenberger,Brian Dennehy,Brad Bird,8.0,Janeane_Garofalo|John_Ratzenberger|Brian_Dennehy|Brad_Bird,20
119,Action|Adventure,armored car|gangster|gotham|mixed martial arts|social decay,Batman Begins ,Christian Bale,Liam Neeson,Morgan Freeman,Christopher Nolan,8.3,Christian_Bale|Liam_Neeson|Morgan_Freeman|Christopher_Nolan,38
120,Action|Adventure|Animation|Comedy|Family,africa|madagascar|new york city|sequel|zoo,Madagascar: Escape 2 Africa ,Bernie Mac,Jada Pinkett Smith,Cedric the Entertainer,Eric Darnell,6.7,Bernie_Mac|Jada_Pinkett_Smith|Cedric_the_Entertainer|Eric_Darnell,20
121,Adventure|Comedy|Family|Fantasy,hdtv|motorcycle|museum|security guard|tyrannosaurus rex,Night at the Museum: Battle of the Smithsonian ,Robin Williams,Rami Malek,Steve Coogan,Shawn Levy,5.9,Robin_Williams|Rami_Malek|Steve_Coogan|Shawn_Levy,45
122,Action|Adventure|Fantasy|Sci-Fi|Thriller,army|civil war|claw fight|commando|wolverine the character,X-Men Origins: Wolverine ,Hugh Jackman,Ryan Reynolds,Dominic Monaghan,Gavin Hood,6.7,Hugh_Jackman|Ryan_Reynolds|Dominic_Monaghan|Gavin_Hood,21
123,Action|Sci-Fi,battle|epic|fight|future|machine,The Matrix Revolutions ,Essie Davis,Collin Chou,Nona Gaye,Lana Wachowski,6.7,Essie_Davis|Collin_Chou|Nona_Gaye|Lana_Wachowski,4
124,Adventure|Animation|Comedy|Family|Fantasy|Musical,magic|sister love|sister sister relationship|snow|snowman,Frozen ,Josh Gad,Maurice LaMarche,Livvy Stubenrauch,Chris Buck,7.6,Josh_Gad|Maurice_LaMarche|Livvy_Stubenrauch|Chris_Buck,16
125,Action|Sci-Fi,car motorcycle chase|one against many|oracle|prophecy|stylized violence,The Matrix Reloaded ,Steve Bastoni,Daniel Bernhardt,Helmut Bakaitis,Lana Wachowski,7.2,Steve_Bastoni|Daniel_Bernhardt|Helmut_Bakaitis|Lana_Wachowski,4
126,Action|Adventure|Fantasy,arrest|portal|thor|warrior|weapon,Thor: The Dark World ,Chris Hemsworth,Natalie Portman,Anthony Hopkins,Alan Taylor,7.1,Chris_Hemsworth|Natalie_Portman|Anthony_Hopkins|Alan_Taylor,23
127,Action|Adventure|Sci-Fi|Thriller,australia|desert|escape|on the run|post apocalypse,Mad Max: Fury Road ,Tom Hardy,Charlize Theron,Zo?? Kravitz,George Miller,8.1,Tom_Hardy|Charlize_Theron|Zo??_Kravitz|George_Miller,21
128,Mystery|Thriller,conclave|illuminati|murder|reference to bernini|reference to raphael,Angels & Demons ,Tom Hanks,Ayelet Zurer,Armin Mueller-Stahl,Ron Howard,6.7,Tom_Hanks|Ayelet_Zurer|Armin_Mueller-Stahl|Ron_Howard,32
129,Action|Adventure|Fantasy,battle|marvel cinematic universe|scientist|thor|throne,Thor ,Chris Hemsworth,Natalie Portman,Anthony Hopkins,Kenneth Branagh,7.0,Chris_Hemsworth|Natalie_Portman|Anthony_Hopkins|Kenneth_Branagh,23
130,Adventure|Animation|Comedy|Drama|Family,cat|dog|hamster|new york city|superpower,Bolt ,Chlo?? Grace Moretz,Diedrich Bader,James Lipton,Byron Howard,6.9,Chlo??_Grace_Moretz|Diedrich_Bader|James_Lipton|Byron_Howard,20
131,Action|Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi,fbi director|guinea pig|household appliance|secret agent|talking mouse,G-Force ,Kelli Garner,Piper Mackenzie Harris,Niecy Nash,Hoyt Yeatman,5.1,Kelli_Garner|Piper_Mackenzie_Harris|Niecy_Nash|Hoyt_Yeatman,20
132,Action|Adventure|Fantasy,ares|hades|titan|underworld|zeus,Wrath of the Titans ,Liam Neeson,Edgar Ram??rez,Lily James,Jonathan Liebesman,5.8,Liam_Neeson|Edgar_Ram??rez|Lily_James|Jonathan_Liebesman,23
133,Comedy|Fantasy|Horror,camera shot of feet|cartoon on tv|female stockinged feet|female stockinged soles|foot closeup,Dark Shadows ,Johnny Depp,Chlo?? Grace Moretz,Christopher Lee,Tim Burton,6.2,Johnny_Depp|Chlo??_Grace_Moretz|Christopher_Lee|Tim_Burton,46
134,Action|Adventure|Thriller,capture|computer hacker|mission|rogue agent|spy,Mission: Impossible - Rogue Nation ,Tom Cruise,Jeremy Renner,Sean Harris,Christopher McQuarrie,7.4,Tom_Cruise|Jeremy_Renner|Sean_Harris|Christopher_McQuarrie,21
135,Drama|Fantasy|Horror|Thriller,asylum|death|full moon|transformation|werewolf,The Wolfman ,Anthony Hopkins,Simon Merrells,Art Malik,Joe Johnston,5.8,Anthony_Hopkins|Simon_Merrells|Art_Malik|Joe_Johnston,11
136,Adventure|Animation|Comedy|Family,bee|dream sequence|egg|scatological humor|squashed bug,Bee Movie ,Matthew Broderick,Oprah Winfrey,Rip Torn,Steve Hickner,6.2,Matthew_Broderick|Oprah_Winfrey|Rip_Torn|Steve_Hickner,20
137,Action|Adventure|Animation|Comedy|Family,china|kung fu|panda|peacock|tigress,Kung Fu Panda 2 ,Angelina Jolie Pitt,Gary Oldman,Mike Bell,Jennifer Yuh Nelson,7.3,Angelina_Jolie_Pitt|Gary_Oldman|Mike_Bell|Jennifer_Yuh_Nelson,20
138,Action|Adventure|Family|Fantasy,avatar|fire|kingdom|tribe|water,The Last Airbender ,Seychelle Gabriel,Noah Ringer,Aasif Mandvi,M. Night Shyamalan,4.2,Seychelle_Gabriel|Noah_Ringer|Aasif_Mandvi|M._Night_Shyamalan,23
139,Action|Adventure|Thriller,arms dealer|fictional government agency|mission|rescue|vatican,Mission: Impossible III ,Philip Seymour Hoffman,Tom Cruise,Eddie Marsan,J.J. Abrams,6.9,Philip_Seymour_Hoffman|Tom_Cruise|Eddie_Marsan|J.J._Abrams,21
140,Action|Drama|Thriller,black u.s. president|president|secret service|tour|white house,White House Down ,Channing Tatum,Jake Weber,Matt Craven,Roland Emmerich,6.4,Channing_Tatum|Jake_Weber|Matt_Craven|Roland_Emmerich,6
141,Action|Adventure|Animation|Comedy|Family|Sci-Fi,boy|martian|rescue|robot|sexism,Mars Needs Moms ,Elisabeth Harnois,Dan Fogler,Tom Everett Scott,Simon Wells,5.4,Elisabeth_Harnois|Dan_Fogler|Tom_Everett_Scott|Simon_Wells,20
142,Adventure|Animation|Comedy|Family,boat|frog|rat|sewer|toad,Flushed Away ,Hugh Jackman,Kate Winslet,David Suchet,David Bowers,6.7,Hugh_Jackman|Kate_Winslet|David_Suchet|David_Bowers,20
143,Adventure|Family|Fantasy,1940s|child hero|fantasy world|orphan|reference to peter pan,Pan ,Hugh Jackman,Cara Delevingne,Nonso Anozie,Joe Wright,5.8,Hugh_Jackman|Cara_Delevingne|Nonso_Anozie|Joe_Wright,7
144,Adventure|Animation|Comedy|Family|Sci-Fi,dog|father son relationship|inventor|talking dog|time travel,Mr. Peabody & Sherman ,Ty Burrell,Zach Callison,Karan Brar,Rob Minkoff,6.9,Ty_Burrell|Zach_Callison|Karan_Brar|Rob_Minkoff,20
145,Adventure,greek|mythology|prince|trojan|troy,Troy ,Brad Pitt,Orlando Bloom,Julian Glover,Wolfgang Petersen,7.2,Brad_Pitt|Orlando_Bloom|Julian_Glover|Wolfgang_Petersen,13
146,Adventure|Animation|Comedy|Family,animal|circus|island name in title|lemur|penguin,Madagascar 3: Europe's Most Wanted ,Jada Pinkett Smith,Martin Short,Cedric the Entertainer,Eric Darnell,6.9,Jada_Pinkett_Smith|Martin_Short|Cedric_the_Entertainer|Eric_Darnell,20
147,Action|Adventure|Thriller,catfight|clinic|colonel|diamond|patricide,Die Another Day ,Toby Stephens,Colin Salmon,Rick Yune,Lee Tamahori,6.1,Toby_Stephens|Colin_Salmon|Rick_Yune|Lee_Tamahori,21
148,Action|Comedy|Fantasy|Sci-Fi,ghost|ghostbuster|ghostbusters|male objectification|reboot,Ghostbusters ,Ed Begley Jr.,Kate McKinnon,Zach Woods,Paul Feig,5.5,Ed_Begley_Jr.|Kate_McKinnon|Zach_Woods|Paul_Feig,4
149,Action|Adventure|Sci-Fi|Thriller,asteroid|astronaut|bomb|meteorite|outer space,Armageddon ,Bruce Willis,Steve Buscemi,Will Patton,Michael Bay,6.6,Bruce_Willis|Steve_Buscemi|Will_Patton|Michael_Bay,21
150,Action|Adventure|Comedy|Family|Fantasy|Mystery|Sci-Fi,alien|lingerie|lingerie model|m.i.b.|pug,Men in Black II ,Will Smith,Rosario Dawson,Rip Torn,Barry Sonnenfeld,6.1,Will_Smith|Rosario_Dawson|Rip_Torn|Barry_Sonnenfeld,4
151,Action|Adventure|Animation|Fantasy,creature|demon|king|reward|warrior,Beowulf ,Robin Wright,Anthony Hopkins,Sebastian Roch??,Robert Zemeckis,6.3,Robin_Wright|Anthony_Hopkins|Sebastian_Roch??|Robert_Zemeckis,23
152,Action|Adventure|Animation|Comedy|Family,china|kung fu|panda|pig|village,Kung Fu Panda 3 ,J.K. Simmons,Angelina Jolie Pitt,Wayne Knight,Alessandro Carloni,7.2,J.K._Simmons|Angelina_Jolie_Pitt|Wayne_Knight|Alessandro_Carloni,20
153,Action|Adventure|Thriller,dubai|kremlin|race against time|russian|terrorist,Mission: Impossible - Ghost Protocol ,Tom Cruise,Jeremy Renner,Michael Nyqvist,Brad Bird,7.4,Tom_Cruise|Jeremy_Renner|Michael_Nyqvist|Brad_Bird,21
154,Adventure|Animation|Family|Fantasy,belief|box office hit|children|new york city|tooth,Rise of the Guardians ,Hugh Jackman,Kamil McFadden,Khamani Griffin,Peter Ramsey,7.3,Hugh_Jackman|Kamil_McFadden|Khamani_Griffin|Peter_Ramsey,20
155,Comedy|Crime,animal abuse|ceo|heist|suburb|unemployment,Fun with Dick and Jane ,John Michael Higgins,Richard Burgi,David Herman,Dean Parisot,6.1,John_Michael_Higgins|Richard_Burgi|David_Herman|Dean_Parisot,47
156,Action|Drama|History|War,captain|emperor|honor|japan|samurai,The Last Samurai ,Tom Cruise,Tony Goldwyn,Chad Lindberg,Edward Zwick,7.7,Tom_Cruise|Tony_Goldwyn|Chad_Lindberg|Edward_Zwick,35
157,Action|Adventure|Drama,egypt|exodus|moses|pharaoh|plague,Exodus: Gods and Kings ,Christian Bale,Mar??a Valverde,Ben Mendelsohn,Ridley Scott,6.1,Christian_Bale|Mar??a_Valverde|Ben_Mendelsohn|Ridley_Scott,13
158,Action|Adventure|Sci-Fi,box office hit|future|lifted by the throat|star trek|vulcan,Star Trek ,Chris Hemsworth,Leonard Nimoy,Bruce Greenwood,J.J. Abrams,8.0,Chris_Hemsworth|Leonard_Nimoy|Bruce_Greenwood|J.J._Abrams,4
159,Action|Adventure|Fantasy|Romance,evil|goblin|spider|spider man|superhero,Spider-Man ,J.K. Simmons,James Franco,Kirsten Dunst,Sam Raimi,7.3,J.K._Simmons|James_Franco|Kirsten_Dunst|Sam_Raimi,23
160,Action|Adventure|Animation|Comedy|Family|Fantasy,dragon|father son relationship|husband wife relationship|mother son relationship|viking,How to Train Your Dragon 2 ,Gerard Butler,Djimon Hounsou,America Ferrera,Dean DeBlois,7.9,Gerard_Butler|Djimon_Hounsou|America_Ferrera|Dean_DeBlois,20
161,Action|Adventure|Fantasy,ancient egypt|egypt|egyptian|egyptian god|egyptian goddess,Gods of Egypt ,Gerard Butler,Elodie Yung,Bryan Brown,Alex Proyas,5.5,Gerard_Butler|Elodie_Yung|Bryan_Brown|Alex_Proyas,23
162,Action|Adventure|Sci-Fi|Thriller,artificial intelligence|box office flop|fighter jet|navy|pilot,Stealth ,Sam Shepard,Joe Morton,Richard Roxburgh,Rob Cohen,5.0,Sam_Shepard|Joe_Morton|Richard_Roxburgh|Rob_Cohen,21
163,Action|Drama|Mystery|Sci-Fi,conspiracy|cynicism|false promise of the american dream|male full frontal nudity|male nudity,Watchmen ,Matt Frewer,Billy Crudup,Stephen McHattie,Zack Snyder,7.7,Matt_Frewer|Billy_Crudup|Stephen_McHattie|Zack_Snyder,31
164,Action|Crime|Thriller,kung fu|lapd|martial arts|private investigator|triad,Lethal Weapon 4 ,Jet Li,Rene Russo,Darlene Love,Richard Donner,6.6,Jet_Li|Rene_Russo|Darlene_Love|Richard_Donner,8
165,Action|Sci-Fi,1980s|c 130 hercules|monster|panzer|san francisco california,Hulk ,Kevin Rankin,Regi Davis,Celia Weston,Ang Lee,5.7,Kevin_Rankin|Regi_Davis|Celia_Weston|Ang_Lee,4
166,Action|Adventure|Sci-Fi|Thriller,general|gi joe|martial arts|ninja|president,G.I. Joe: Retaliation ,Channing Tatum,Dwayne Johnson,Elodie Yung,Jon M. Chu,5.8,Channing_Tatum|Dwayne_Johnson|Elodie_Yung|Jon_M._Chu,21
167,Action|Adventure|Comedy|Thriller,beach|civil war|desert|dictator|ship,Sahara ,Matthew McConaughey,Rainn Wilson,Delroy Lindo,Breck Eisner,6.0,Matthew_McConaughey|Rainn_Wilson|Delroy_Lindo|Breck_Eisner,21
168,Action|Adventure|Animation|Fantasy|Romance|Sci-Fi,general|military|scientist|soldier|year 2065,Final Fantasy: The Spirits Within ,Steve Buscemi,Ming-Na Wen,Jean Simmons,Hironobu Sakaguchi,6.4,Steve_Buscemi|Ming-Na_Wen|Jean_Simmons|Hironobu_Sakaguchi,4
169,Action|Adventure|Sci-Fi,arctic|captain america|scientist|tesseract|war bond,Captain America: The First Avenger ,Chris Evans,Dominic Cooper,Hayley Atwell,Joe Johnston,6.9,Chris_Evans|Dominic_Cooper|Hayley_Atwell|Joe_Johnston,4
170,Action|Adventure|Thriller,british|oil|scientist|terrorist|tycoon,The World Is Not Enough ,Colin Salmon,Maria Grazia Cucinotta,Desmond Llewelyn,Michael Apted,6.4,Colin_Salmon|Maria_Grazia_Cucinotta|Desmond_Llewelyn|Michael_Apted,21
171,Action|Adventure|Drama|History|War,1800s|napoleonic wars|pursuit|royal navy|ship,Master and Commander: The Far Side of the World ,James D'Arcy,Lee Ingleby,David Threlfall,Peter Weir,7.4,James_D'Arcy|Lee_Ingleby|David_Threlfall|Peter_Weir,35
172,Adventure|Drama|Fantasy|Romance,battle|friend|super strength|vampire|vision,The Twilight Saga: Breaking Dawn - Part 2 ,Robert Pattinson,Kristen Stewart,Taylor Lautner,Bill Condon,5.5,Robert_Pattinson|Kristen_Stewart|Taylor_Lautner|Bill_Condon,48
173,Animation|Comedy|Family|Musical,3d|antarctica|krill|penguin|sequel,Happy Feet 2 ,Robin Williams,Brad Pitt,Common,George Miller,5.9,Robin_Williams|Brad_Pitt|Common|George_Miller,16
174,Action|Adventure|Sci-Fi,antidote|cure|hulk|marvel cinematic universe|opening action scene,The Incredible Hulk ,Ty Burrell,Peter Mensah,William Hurt,Louis Leterrier,6.8,Ty_Burrell|Peter_Mensah|William_Hurt|Louis_Leterrier,4
175,Adventure|Family|Fantasy,cannibal|evil brother|giant|london england|queen,The BFG ,Mark Rylance,Penelope Wilton,Rafe Spall,Steven Spielberg,6.8,Mark_Rylance|Penelope_Wilton|Rafe_Spall|Steven_Spielberg,7
176,Adventure|Drama|Thriller|Western,bear attack|cauterizing a wound|native american|revenge|survival,The Revenant ,Leonardo DiCaprio,Tom Hardy,Lukas Haas,Alejandro G. I????rritu,8.1,Leonardo_DiCaprio|Tom_Hardy|Lukas_Haas|Alejandro_G._I????rritu,39
177,Adventure|Animation|Comedy|Family|Sport,accident|freak accident|race|snail|underdog,Turbo ,Ryan Reynolds,Snoop Dogg,Ben Schwartz,David Soren,6.5,Ryan_Reynolds|Snoop_Dogg|Ben_Schwartz|David_Soren,20
178,Adventure|Animation|Comedy|Family|Western,chameleon|lizard|sheriff|water|western town,Rango ,Johnny Depp,Ray Winstone,Stephen Root,Gore Verbinski,7.2,Johnny_Depp|Ray_Winstone|Stephen_Root|Gore_Verbinski,20
179,Adventure|Animation|Comedy|Family,little girl|park|spy|statue of liberty|television van,Penguins of Madagascar ,Benedict Cumberbatch,Annet Mahendru,Andy Richter,Eric Darnell,6.7,Benedict_Cumberbatch|Annet_Mahendru|Andy_Richter|Eric_Darnell,20
180,Action|Mystery|Thriller,action hero|cia|dark past|flashback|memory,The Bourne Ultimatum ,Matt Damon,Edgar Ram??rez,Albert Finney,Paul Greengrass,8.1,Matt_Damon|Edgar_Ram??rez|Albert_Finney|Paul_Greengrass,12
181,Action|Adventure|Animation|Comedy|Family,kung fu|kung fu master|master|panda|snow leopard,Kung Fu Panda ,Angelina Jolie Pitt,Wayne Knight,Dan Fogler,Mark Osborne,7.6,Angelina_Jolie_Pitt|Wayne_Knight|Dan_Fogler|Mark_Osborne,20
182,Action|Adventure|Comedy|Sci-Fi,ant|chinatown san francisco|heist|sabotage|vault,Ant-Man ,Judy Greer,Hayley Atwell,T.I.,Peyton Reed,7.4,Judy_Greer|Hayley_Atwell|T.I.|Peyton_Reed,4
183,Adventure|Sci-Fi|Thriller,president|snow|television|tour|uprising,The Hunger Games: Catching Fire ,Jennifer Lawrence,Josh Hutcherson,Sandra Ellis Lafferty,Francis Lawrence,7.6,Jennifer_Lawrence|Josh_Hutcherson|Sandra_Ellis_Lafferty|Francis_Lawrence,21
184,Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi,alien friendship|alien invasion|australia|flying car|mother daughter relationship,Home ,Jim Parsons,Matt Jones,April Winchell,Tim Johnson,6.7,Jim_Parsons|Matt_Jones|April_Winchell|Tim_Johnson,20
185,Adventure|Sci-Fi|Thriller,alien|fight|storm|survival|tripod,War of the Worlds ,Tom Cruise,Lisa Ann Walter,Rick Gonzalez,Steven Spielberg,6.5,Tom_Cruise|Lisa_Ann_Walter|Rick_Gonzalez|Steven_Spielberg,21
186,Action|Comedy|Crime|Thriller,cuba|dea|drugs|money|undercover,Bad Boys II ,Will Smith,Henry Rollins,Jordi Moll??,Michael Bay,6.6,Will_Smith|Henry_Rollins|Jordi_Moll??|Michael_Bay,44
187,Action|Adventure|Animation|Comedy|Family|Fantasy,betrayal|egg|friend|goose|hero,Puss in Boots ,Salma Hayek,Constance Marie,Amy Sedaris,Chris Miller,6.7,Salma_Hayek|Constance_Marie|Amy_Sedaris|Chris_Miller,20
188,Action|Crime|Mystery|Thriller,cia|on the run|russian|russian spy|strong female lead,Salt ,Angelina Jolie Pitt,Andre Braugher,August Diehl,Phillip Noyce,6.4,Angelina_Jolie_Pitt|Andre_Braugher|August_Diehl|Phillip_Noyce,8
189,Action|Adventure|Drama,ark|flood|noah's ark|water|wrath of god,Noah ,Anthony Hopkins,Emma Watson,Logan Lerman,Darren Aronofsky,5.8,Anthony_Hopkins|Emma_Watson|Logan_Lerman|Darren_Aronofsky,13
190,Action|Adventure|Family|Mystery,captain|morocco|ship|tintin|treasure,The Adventures of Tintin ,Toby Jones,Mackenzie Crook,Tony Curran,Steven Spielberg,7.4,Toby_Jones|Mackenzie_Crook|Tony_Curran|Steven_Spielberg,23
191,Adventure|Family|Fantasy|Mystery,magic|muggle|serial killer|traitor|wizard,Harry Potter and the Prisoner of Azkaban ,Daniel Radcliffe,Gary Oldman,Rupert Grint,Alfonso Cuar??n,7.8,Daniel_Radcliffe|Gary_Oldman|Rupert_Grint|Alfonso_Cuar??n,7
192,Adventure|Drama|Romance|War,australia|cattle|darwin|drover|japanese,Australia ,Essie Davis,Bryan Brown,Eddie Baroo,Baz Luhrmann,6.6,Essie_Davis|Bryan_Brown|Eddie_Baroo|Baz_Luhrmann,13
193,Action|Adventure|Sci-Fi,box office flop|father son team|fear|race against time|real life father and son playing father and son,After Earth ,Will Smith,Zo?? Kravitz,Glenn Morshower,M. Night Shyamalan,4.9,Will_Smith|Zo??_Kravitz|Glenn_Morshower|M._Night_Shyamalan,4
194,Adventure|Animation|Family|Thriller,egg|iguanodon|lemur|meteor|nesting grounds,Dinosaur ,Alfre Woodard,D.B. Sweeney,Della Reese,Eric Leighton,6.5,Alfre_Woodard|D.B._Sweeney|Della_Reese|Eric_Leighton,20
195,Adventure|Comedy|Family|Fantasy,museum|museum of natural history manhattan new york city|night watchman|star died before release|tablet,Night at the Museum: Secret of the Tomb ,Robin Williams,Rami Malek,Steve Coogan,Shawn Levy,6.2,Robin_Williams|Rami_Malek|Steve_Coogan|Shawn_Levy,45
196,Action|Animation|Comedy|Family|Sci-Fi,battle|city|planet|prison|superhero,Megamind ,J.K. Simmons,Brad Pitt,Will Ferrell,Tom McGrath,7.3,J.K._Simmons|Brad_Pitt|Will_Ferrell|Tom_McGrath,25
197,Adventure|Family|Fantasy,based on novel|birthday|evil wizard|quidditch|wizard,Harry Potter and the Sorcerer's Stone ,Daniel Radcliffe,Fiona Shaw,Verne Troyer,Chris Columbus,7.5,Daniel_Radcliffe|Fiona_Shaw|Verne_Troyer|Chris_Columbus,7
198,Action|Comedy|Fantasy,drug dealer|gold|partner|police|undead,R.I.P.D. ,Ryan Reynolds,Jeff Bridges,Stephanie Szostak,Robert Schwentke,5.6,Ryan_Reynolds|Jeff_Bridges|Stephanie_Szostak|Robert_Schwentke,17
199,Action|Adventure|Fantasy,caribbean|curse|governor|pirate|undead,Pirates of the Caribbean: The Curse of the Black Pearl ,Johnny Depp,Orlando Bloom,Jack Davenport,Gore Verbinski,8.1,Johnny_Depp|Orlando_Bloom|Jack_Davenport|Gore_Verbinski,23
200,Adventure|Sci-Fi|Thriller,based on young adult novel|manipulation|rebellion|symbol|uprising,The Hunger Games: Mockingjay - Part 1 ,Jennifer Lawrence,Philip Seymour Hoffman,Josh Hutcherson,Francis Lawrence,6.7,Jennifer_Lawrence|Philip_Seymour_Hoffman|Josh_Hutcherson|Francis_Lawrence,21
